t l_Lp l_Lp_1 l_Lp_2 l_Lda l_Lda_1 l_Lda_2 l_awake l_asleep l_Lda_adv
480.0 0.0 0.0 0.0 9.0 9.0 9.0 64.0 11.0 10.0
495.0 0.0 0.0 0.0 10.0 10.0 10.0 61.0 14.0 10.0
510.0 0.0 0.0 0.0 10.0 10.0 10.0 61.0 14.0 10.0
525.0 0.0 0.0 0.0 10.0 10.0 10.0 62.0 13.0 10.0
540.0 0.0 0.0 0.0 10.0 10.0 10.0 63.0 12.0 10.0
555.0 0.0 0.0 0.0 10.0 10.0 10.0 66.0 9.0 11.0
570.0 0.0 0.0 0.0 10.0 10.0 10.0 67.0 8.0 11.0
585.0 0.0 0.0 0.0 11.0 11.0 11.0 68.0 7.0 12.0
600.0 0.0 0.0 0.0 11.0 11.0 11.0 75.0 0.0 12.0
615.0 11.0 11.0 11.0 11.0 11.0 11.0 72.0 3.0 13.0
630.0 11.0 11.0 11.0 13.0 13.0 13.0 67.0 8.0 14.0
645.0 11.0 11.0 11.0 14.0 14.0 14.0 62.0 13.0 14.0
660.0 11.0 11.0 11.0 15.0 15.0 15.0 61.0 14.0 15.0
675.0 11.0 11.0 11.0 15.0 15.0 15.0 60.0 15.0 16.0
690.0 11.0 11.0 11.0 15.0 15.0 15.0 60.0 15.0 16.0
705.0 11.0 11.0 11.0 20.0 20.0 20.0 60.0 15.0 20.0
720.0 11.0 11.0 11.0 21.0 21.0 21.0 63.0 12.0 21.0
735.0 11.0 11.0 11.0 23.0 23.0 23.0 63.0 12.0 23.0
750.0 11.0 11.0 11.0 23.0 23.0 23.0 66.0 9.0 24.0
765.0 11.0 11.0 11.0 24.0 24.0 24.0 71.0 4.0 24.0
780.0 11.0 11.0 11.0 25.0 25.0 25.0 72.0 3.0 25.0
795.0 11.0 11.0 11.0 28.0 28.0 28.0 71.0 4.0 28.0
810.0 11.0 11.0 11.0 31.0 31.0 31.0 72.0 3.0 31.0
825.0 11.0 11.0 11.0 32.0 32.0 32.0 73.0 2.0 32.0
840.0 11.0 11.0 11.0 35.0 35.0 35.0 74.0 1.0 35.0
855.0 33.0 33.0 33.0 36.0 36.0 36.0 72.0 3.0 37.0
870.0 35.0 35.0 35.0 39.0 39.0 39.0 69.0 6.0 39.0
885.0 35.0 35.0 35.0 39.0 39.0 39.0 64.0 11.0 39.0
900.0 35.0 35.0 35.0 39.0 39.0 39.0 63.0 12.0 40.0
915.0 35.0 35.0 35.0 39.0 39.0 39.0 64.0 11.0 40.0
930.0 35.0 35.0 35.0 40.0 40.0 40.0 67.0 8.0 41.0
945.0 35.0 35.0 35.0 41.0 41.0 41.0 66.0 9.0 41.0
960.0 35.0 35.0 35.0 41.0 41.0 41.0 69.0 6.0 41.0
975.0 35.0 35.0 35.0 44.0 44.0 44.0 70.0 5.0 44.0
990.0 35.0 35.0 35.0 44.0 44.0 44.0 69.0 6.0 45.0
1005.0 35.0 35.0 35.0 47.0 47.0 47.0 68.0 7.0 47.0
1020.0 35.0 35.0 35.0 47.0 47.0 47.0 65.0 10.0 47.0
1035.0 35.0 35.0 35.0 49.0 49.0 49.0 66.0 9.0 49.0
1050.0 35.0 35.0 35.0 52.0 52.0 52.0 69.0 6.0 53.0
1065.0 35.0 35.0 35.0 53.0 53.0 53.0 72.0 3.0 53.0
1080.0 53.0 53.0 53.0 54.0 54.0 54.0 71.0 4.0 54.0
1095.0 53.0 53.0 53.0 55.0 55.0 55.0 75.0 0.0 55.0
1110.0 53.0 53.0 53.0 56.0 56.0 56.0 74.0 1.0 56.0
1125.0 55.0 55.0 55.0 57.0 57.0 57.0 75.0 0.0 57.0
1140.0 57.0 57.0 57.0 58.0 58.0 58.0 74.0 1.0 59.0
1155.0 57.0 57.0 57.0 59.0 59.0 59.0 69.0 6.0 60.0
1170.0 58.0 58.0 58.0 59.0 59.0 59.0 66.0 9.0 60.0
1185.0 58.0 58.0 58.0 60.0 60.0 60.0 69.0 6.0 61.0
1200.0 58.0 58.0 58.0 61.0 61.0 61.0 72.0 3.0 62.0
1215.0 58.0 58.0 58.0 63.0 63.0 63.0 67.0 8.0 63.0
1230.0 58.0 58.0 58.0 64.0 64.0 64.0 66.0 9.0 65.0
1245.0 58.0 58.0 58.0 65.0 65.0 65.0 65.0 10.0 65.0
1260.0 58.0 58.0 58.0 65.0 65.0 65.0 64.0 11.0 65.0
1275.0 58.0 58.0 58.0 65.0 65.0 65.0 67.0 8.0 66.0
1290.0 58.0 58.0 58.0 66.0 66.0 66.0 60.0 15.0 66.0
1305.0 58.0 58.0 58.0 66.0 66.0 66.0 66.0 9.0 66.0
1320.0 58.0 58.0 58.0 67.0 67.0 67.0 67.0 8.0 68.0
1335.0 58.0 58.0 58.0 69.0 69.0 69.0 66.0 9.0 70.0
1350.0 58.0 58.0 58.0 72.0 72.0 72.0 67.0 8.0 72.0
1365.0 58.0 58.0 58.0 72.0 72.0 72.0 64.0 11.0 73.0
1380.0 58.0 58.0 58.0 75.0 75.0 75.0 65.0 10.0 75.0
1395.0 58.0 58.0 58.0 75.0 75.0 75.0 62.0 13.0 75.0
1410.0 58.0 58.0 58.0 75.0 75.0 75.0 67.0 8.0 76.0
1425.0 58.0 58.0 58.0 77.0 77.0 77.0 70.0 5.0 78.0
1440.0 58.0 58.0 58.0 77.0 77.0 77.0 71.0 4.0 78.0
1455.0 58.0 58.0 58.0 77.0 77.0 77.0 68.0 7.0 78.0
1470.0 58.0 58.0 58.0 77.0 77.0 77.0 71.0 4.0 78.0
1485.0 58.0 58.0 58.0 79.0 79.0 79.0 72.0 3.0 79.0
1500.0 58.0 58.0 58.0 79.0 79.0 79.0 75.0 0.0 79.0
1515.0 58.0 58.0 58.0 79.0 79.0 79.0 70.0 5.0 79.0
1530.0 58.0 58.0 58.0 79.0 79.0 79.0 67.0 8.0 80.0
1545.0 58.0 58.0 58.0 80.0 80.0 80.0 72.0 3.0 80.0
1560.0 58.0 58.0 58.0 81.0 81.0 81.0 74.0 1.0 81.0
1575.0 58.0 58.0 58.0 81.0 81.0 81.0 73.0 2.0 81.0
1590.0 58.0 58.0 58.0 83.0 83.0 83.0 74.0 1.0 83.0
1605.0 58.0 58.0 58.0 83.0 83.0 83.0 75.0 0.0 84.0
1620.0 58.0 58.0 58.0 85.0 85.0 85.0 73.0 2.0 85.0
1635.0 58.0 58.0 58.0 87.0 87.0 87.0 73.0 2.0 88.0
1650.0 58.0 58.0 58.0 87.0 87.0 87.0 75.0 0.0 89.0
1665.0 58.0 58.0 58.0 89.0 89.0 89.0 66.0 9.0 89.0
1680.0 58.0 58.0 58.0 89.0 89.0 89.0 63.0 12.0 90.0
1695.0 58.0 58.0 58.0 90.0 90.0 90.0 66.0 9.0 91.0
1710.0 58.0 58.0 58.0 90.0 90.0 90.0 65.0 10.0 92.0
1725.0 58.0 58.0 58.0 92.0 92.0 92.0 61.0 14.0 93.0
1740.0 58.0 58.0 58.0 93.0 93.0 93.0 64.0 11.0 95.0
1755.0 58.0 58.0 58.0 93.0 93.0 93.0 61.0 14.0 97.0
1770.0 58.0 58.0 58.0 93.0 93.0 93.0 63.0 12.0 98.0
1785.0 58.0 58.0 58.0 93.0 93.0 93.0 62.0 13.0 98.0
1800.0 58.0 58.0 58.0 95.0 95.0 95.0 60.0 15.0 98.0
1815.0 58.0 58.0 58.0 96.0 96.0 96.0 62.0 13.0 98.0
1830.0 58.0 58.0 58.0 96.0 96.0 96.0 60.0 15.0 99.0
1845.0 58.0 58.0 58.0 97.0 97.0 97.0 62.0 13.0 99.0
1860.0 58.0 58.0 58.0 97.0 97.0 97.0 60.0 15.0 100.0
1875.0 58.0 58.0 58.0 100.0 100.0 100.0 66.0 9.0 100.0
1890.0 58.0 58.0 58.0 100.0 100.0 100.0 62.0 13.0 100.0
1905.0 58.0 58.0 58.0 100.0 100.0 100.0 67.0 8.0 101.0
1920.0 58.0 58.0 58.0 101.0 101.0 101.0 72.0 3.0 103.0
1935.0 58.0 58.0 58.0 101.0 101.0 101.0 73.0 2.0 103.0
1950.0 58.0 58.0 58.0 104.0 104.0 104.0 72.0 3.0 104.0
1965.0 58.0 58.0 58.0 107.0 107.0 107.0 73.0 2.0 108.0
1980.0 58.0 58.0 58.0 108.0 108.0 108.0 75.0 0.0 108.0
1995.0 58.0 58.0 58.0 108.0 108.0 108.0 73.0 2.0 108.0
2010.0 58.0 58.0 58.0 108.0 108.0 108.0 75.0 0.0 108.0
2025.0 58.0 58.0 58.0 109.0 109.0 109.0 75.0 0.0 109.0
2040.0 58.0 58.0 58.0 109.0 109.0 109.0 72.0 3.0 111.0
2055.0 109.0 109.0 109.0 111.0 111.0 111.0 74.0 1.0 111.0
2070.0 109.0 109.0 109.0 111.0 111.0 111.0 73.0 2.0 112.0
2085.0 109.0 109.0 109.0 114.0 114.0 114.0 68.0 7.0 115.0
2100.0 109.0 109.0 109.0 117.0 117.0 117.0 67.0 8.0 117.0
2115.0 109.0 109.0 109.0 119.0 119.0 119.0 64.0 11.0 119.0
2130.0 109.0 109.0 109.0 121.0 121.0 121.0 62.0 13.0 121.0
2145.0 109.0 109.0 109.0 122.0 122.0 122.0 61.0 14.0 122.0
2160.0 109.0 109.0 109.0 124.0 124.0 124.0 66.0 9.0 124.0
2175.0 109.0 109.0 109.0 126.0 126.0 126.0 75.0 0.0 126.0
2190.0 126.0 126.0 126.0 126.0 126.0 126.0 71.0 4.0 126.0
2205.0 126.0 126.0 126.0 128.0 128.0 128.0 68.0 7.0 129.0
2220.0 126.0 126.0 126.0 129.0 129.0 129.0 75.0 0.0 129.0
2235.0 126.0 126.0 126.0 129.0 129.0 129.0 73.0 2.0 130.0
2250.0 126.0 126.0 126.0 131.0 131.0 131.0 74.0 1.0 131.0
2265.0 126.0 126.0 126.0 131.0 131.0 131.0 67.0 8.0 132.0
2280.0 126.0 126.0 126.0 132.0 132.0 132.0 70.0 5.0 132.0
2295.0 126.0 126.0 126.0 134.0 134.0 134.0 73.0 2.0 134.0
2310.0 132.0 132.0 132.0 135.0 135.0 135.0 72.0 3.0 135.0
2325.0 132.0 132.0 132.0 137.0 137.0 137.0 67.0 8.0 138.0
2340.0 132.0 132.0 132.0 138.0 138.0 138.0 68.0 7.0 138.0
2355.0 132.0 132.0 132.0 139.0 139.0 139.0 69.0 6.0 139.0
2370.0 139.0 139.0 139.0 141.0 141.0 141.0 72.0 3.0 141.0
2385.0 140.0 140.0 140.0 142.0 142.0 142.0 71.0 4.0 142.0
2400.0 142.0 142.0 142.0 145.0 145.0 145.0 72.0 3.0 146.0
2415.0 143.0 143.0 143.0 145.0 145.0 145.0 72.0 3.0 147.0
2430.0 143.0 143.0 143.0 145.0 145.0 145.0 69.0 6.0 148.0
2445.0 143.0 143.0 143.0 146.0 146.0 146.0 72.0 3.0 149.0
2460.0 143.0 143.0 143.0 146.0 146.0 146.0 70.0 5.0 149.0
2475.0 146.0 146.0 146.0 150.0 150.0 150.0 63.0 12.0 150.0
2490.0 146.0 146.0 146.0 151.0 151.0 151.0 68.0 7.0 151.0
2505.0 146.0 146.0 146.0 151.0 151.0 151.0 65.0 10.0 151.0
2520.0 146.0 146.0 146.0 152.0 152.0 152.0 62.0 13.0 152.0
2535.0 146.0 146.0 146.0 152.0 152.0 152.0 60.0 15.0 152.0
2550.0 146.0 146.0 146.0 152.0 152.0 152.0 61.0 14.0 153.0
2565.0 146.0 146.0 146.0 153.0 153.0 153.0 61.0 14.0 154.0
2580.0 146.0 146.0 146.0 153.0 153.0 153.0 64.0 11.0 154.0
2595.0 146.0 146.0 146.0 154.0 154.0 154.0 61.0 14.0 154.0
2610.0 146.0 146.0 146.0 155.0 155.0 155.0 68.0 7.0 155.0
2625.0 146.0 146.0 146.0 156.0 156.0 156.0 75.0 0.0 156.0
2640.0 146.0 146.0 146.0 156.0 156.0 156.0 74.0 1.0 156.0
2655.0 146.0 146.0 146.0 156.0 156.0 156.0 73.0 2.0 156.0
2670.0 156.0 156.0 156.0 156.0 156.0 156.0 70.0 5.0 156.0
2685.0 156.0 156.0 156.0 156.0 156.0 156.0 69.0 6.0 156.0
2700.0 156.0 156.0 156.0 158.0 158.0 158.0 68.0 7.0 158.0
2715.0 156.0 156.0 156.0 158.0 158.0 158.0 71.0 4.0 158.0
2730.0 156.0 156.0 156.0 160.0 160.0 160.0 74.0 1.0 160.0
2745.0 158.0 158.0 158.0 160.0 160.0 160.0 74.0 1.0 160.0
2760.0 160.0 160.0 160.0 160.0 160.0 160.0 69.0 6.0 160.0
2775.0 160.0 160.0 160.0 162.0 162.0 162.0 68.0 7.0 162.0
2790.0 160.0 160.0 160.0 162.0 162.0 162.0 67.0 8.0 163.0
2805.0 160.0 160.0 160.0 165.0 165.0 165.0 68.0 7.0 165.0
2820.0 160.0 160.0 160.0 166.0 166.0 166.0 61.0 14.0 166.0
2835.0 160.0 160.0 160.0 166.0 166.0 166.0 61.0 14.0 166.0
2850.0 160.0 160.0 160.0 168.0 168.0 168.0 60.0 15.0 168.0
2865.0 160.0 160.0 160.0 168.0 168.0 168.0 63.0 12.0 168.0
2880.0 160.0 160.0 160.0 168.0 168.0 168.0 61.0 14.0 169.0
2895.0 160.0 160.0 160.0 169.0 169.0 169.0 62.0 13.0 169.0
2910.0 160.0 160.0 160.0 170.0 170.0 170.0 64.0 11.0 170.0
2925.0 160.0 160.0 160.0 171.0 171.0 171.0 61.0 14.0 171.0
2940.0 160.0 160.0 160.0 172.0 172.0 172.0 68.0 7.0 172.0
2955.0 160.0 160.0 160.0 172.0 172.0 172.0 67.0 8.0 172.0
2970.0 160.0 160.0 160.0 176.0 176.0 176.0 66.0 9.0 176.0
2985.0 160.0 160.0 160.0 179.0 179.0 179.0 69.0 6.0 179.0
3000.0 160.0 160.0 160.0 179.0 179.0 179.0 70.0 5.0 179.0
3015.0 160.0 160.0 160.0 179.0 179.0 179.0 69.0 6.0 181.0
3030.0 160.0 160.0 160.0 179.0 179.0 179.0 72.0 3.0 181.0
3045.0 160.0 160.0 160.0 180.0 180.0 180.0 75.0 0.0 182.0
3060.0 160.0 160.0 160.0 181.0 181.0 181.0 75.0 0.0 183.0
3075.0 160.0 160.0 160.0 183.0 183.0 183.0 74.0 1.0 183.0
3090.0 183.0 183.0 183.0 186.0 186.0 186.0 65.0 10.0 186.0
3105.0 183.0 183.0 183.0 187.0 187.0 187.0 62.0 13.0 187.0
3120.0 183.0 183.0 183.0 188.0 188.0 188.0 65.0 10.0 188.0
3135.0 183.0 183.0 183.0 189.0 189.0 189.0 62.0 13.0 189.0
3150.0 183.0 183.0 183.0 190.0 190.0 190.0 69.0 6.0 190.0
3165.0 183.0 183.0 183.0 191.0 191.0 191.0 66.0 9.0 191.0
3180.0 183.0 183.0 183.0 191.0 191.0 191.0 67.0 8.0 191.0
3195.0 183.0 183.0 183.0 194.0 194.0 194.0 66.0 9.0 194.0
3210.0 183.0 183.0 183.0 195.0 195.0 195.0 67.0 8.0 196.0
3225.0 183.0 183.0 183.0 195.0 195.0 195.0 68.0 7.0 196.0
3240.0 183.0 183.0 183.0 197.0 197.0 197.0 67.0 8.0 197.0
3255.0 183.0 183.0 183.0 197.0 197.0 197.0 62.0 13.0 198.0
3270.0 183.0 183.0 183.0 197.0 197.0 197.0 63.0 12.0 198.0
3285.0 183.0 183.0 183.0 198.0 198.0 198.0 60.0 15.0 198.0
3300.0 183.0 183.0 183.0 199.0 199.0 199.0 61.0 14.0 199.0
3315.0 183.0 183.0 183.0 199.0 199.0 199.0 65.0 10.0 200.0
3330.0 183.0 183.0 183.0 200.0 200.0 200.0 70.0 5.0 200.0
3345.0 183.0 183.0 183.0 201.0 201.0 201.0 71.0 4.0 202.0
3360.0 200.0 200.0 200.0 201.0 201.0 201.0 73.0 2.0 202.0
3375.0 201.0 201.0 201.0 203.0 203.0 203.0 72.0 3.0 203.0
3390.0 202.0 202.0 202.0 203.0 203.0 203.0 67.0 8.0 204.0
3405.0 202.0 202.0 202.0 204.0 204.0 204.0 70.0 5.0 204.0
3420.0 202.0 202.0 202.0 206.0 206.0 206.0 65.0 10.0 206.0
3435.0 202.0 202.0 202.0 207.0 207.0 207.0 60.0 15.0 207.0
3450.0 202.0 202.0 202.0 208.0 208.0 208.0 61.0 14.0 208.0
3465.0 202.0 202.0 202.0 210.0 210.0 210.0 64.0 11.0 210.0
3480.0 202.0 202.0 202.0 210.0 210.0 210.0 63.0 12.0 210.0
3495.0 202.0 202.0 202.0 212.0 212.0 212.0 64.0 11.0 212.0
3510.0 202.0 202.0 202.0 213.0 213.0 213.0 67.0 8.0 213.0
3525.0 202.0 202.0 202.0 215.0 215.0 215.0 64.0 11.0 215.0
3540.0 202.0 202.0 202.0 215.0 215.0 215.0 65.0 10.0 215.0
3555.0 202.0 202.0 202.0 215.0 215.0 215.0 70.0 5.0 216.0
3570.0 202.0 202.0 202.0 217.0 217.0 217.0 71.0 4.0 217.0
3585.0 217.0 217.0 217.0 218.0 218.0 218.0 74.0 1.0 219.0
3600.0 217.0 217.0 217.0 222.0 222.0 222.0 71.0 4.0 222.0

Lp:
["da-genesis", "adversarial:t=14,id=94", "t=23,id=26", "t=24,id=62", "t=28,id=50", "t=48,id=28", "t=61,id=67", "t=65,id=59", "t=80,id=52", "adversarial:t=92,id=89", "t=110,id=25", "adversarial:t=140,id=96", "adversarial:t=150,id=97", "adversarial:t=157,id=82", "adversarial:t=237,id=86", "t=255,id=59", "adversarial:t=263,id=79", "adversarial:t=273,id=84", "adversarial:t=303,id=78", "adversarial:t=311,id=94", "adversarial:t=337,id=93", "adversarial:t=341,id=81", "t=361,id=57", "adversarial:t=371,id=95", "adversarial:t=378,id=97", "adversarial:t=385,id=83", "adversarial:t=393,id=96", "adversarial:t=408,id=77", "t=451,id=70", "t=458,id=55", "adversarial:t=459,id=95", "adversarial:t=548,id=80", "adversarial:t=579,id=84", "adversarial:t=603,id=96", "adversarial:t=618,id=88", "t=648,id=1", "adversarial:t=661,id=87", "t=692,id=67", "t=694,id=26", "t=696,id=58", "t=701,id=67", "t=709,id=53", "adversarial:t=723,id=90", "adversarial:t=730,id=89", "adversarial:t=742,id=80", "t=779,id=31", "t=783,id=29", "adversarial:t=783,id=78", "t=786,id=60", "t=799,id=37", "t=801,id=8", "t=809,id=5", "t=812,id=55", "t=826,id=55", "t=833,id=35", "t=838,id=39", "t=851,id=6", "t=855,id=9", "t=866,id=71", "adversarial:t=867,id=93", "adversarial:t=890,id=88", "adversarial:t=921,id=93", "t=963,id=1", "t=966,id=12", "t=968,id=32", "adversarial:t=975,id=83", "t=1003,id=21", "t=1004,id=48", "t=1022,id=24", "t=1033,id=4", "t=1037,id=54", "t=1041,id=62", "t=1047,id=8", "t=1050,id=39", "t=1071,id=61", "t=1086,id=57", "t=1109,id=66", "t=1113,id=50", "t=1133,id=69", "adversarial:t=1135,id=91", "adversarial:t=1153,id=76", "adversarial:t=1179,id=84", "adversarial:t=1192,id=90", "t=1202,id=59", "t=1227,id=20", "t=1230,id=43", "adversarial:t=1273,id=99", "adversarial:t=1308,id=76", "adversarial:t=1312,id=79", "adversarial:t=1320,id=94", "adversarial:t=1321,id=83", "t=1341,id=68", "t=1342,id=48", "adversarial:t=1352,id=81", "t=1369,id=61", "t=1373,id=59", "t=1410,id=51", "t=1419,id=46", "adversarial:t=1419,id=100", "t=1481,id=21", "adversarial:t=1515,id=88", "adversarial:t=1553,id=94", "t=1584,id=43", "t=1589,id=28", "adversarial:t=1596,id=99", "t=1611,id=36", "t=1621,id=28", "t=1623,id=50", "adversarial:t=1632,id=90", "adversarial:t=1640,id=94", "adversarial:t=1667,id=91", "adversarial:t=1693,id=91", "adversarial:t=1706,id=76", "adversarial:t=1710,id=79", "adversarial:t=1731,id=100", "adversarial:t=1734,id=87", "adversarial:t=1741,id=100", "adversarial:t=1745,id=100", "adversarial:t=1769,id=85", "adversarial:t=1818,id=99", "adversarial:t=1845,id=88", "adversarial:t=1897,id=79", "adversarial:t=1909,id=80", "adversarial:t=1918,id=92", "t=1949,id=41", "t=1953,id=59", "t=1956,id=11", "adversarial:t=1957,id=95", "adversarial:t=1964,id=79", "adversarial:t=2013,id=91", "adversarial:t=2028,id=87", "adversarial:t=2035,id=80", "t=2070,id=70", "t=2074,id=9", "t=2077,id=1", "adversarial:t=2084,id=86", "t=2094,id=46", "t=2098,id=13", "t=2104,id=75", "t=2113,id=22", "t=2118,id=53", "t=2129,id=10", "t=2138,id=8", "t=2146,id=44", "t=2157,id=42", "t=2162,id=20", "t=2168,id=70", "t=2197,id=14", "t=2199,id=62", "t=2205,id=9", "adversarial:t=2229,id=90", "adversarial:t=2245,id=78", "adversarial:t=2263,id=76", "t=2282,id=42", "t=2293,id=70", "t=2308,id=50", "t=2317,id=60", "t=2319,id=9", "adversarial:t=2321,id=96", "adversarial:t=2346,id=78", "t=2359,id=53", "adversarial:t=2363,id=77", "t=2375,id=25", "t=2388,id=20", "t=2396,id=55", "t=2398,id=54", "adversarial:t=2398,id=99", "adversarial:t=2400,id=79", "adversarial:t=2423,id=96", "adversarial:t=2443,id=94", "t=2470,id=62", "t=2489,id=10", "t=2514,id=17", "adversarial:t=2544,id=80", "adversarial:t=2562,id=97", "t=2596,id=3", "t=2620,id=44", "t=2686,id=73", "t=2691,id=15", "t=2723,id=68", "adversarial:t=2727,id=87", "t=2764,id=58", "t=2771,id=7", "adversarial:t=2781,id=80", "adversarial:t=2793,id=86", "t=2804,id=58", "t=2813,id=43", "t=2840,id=36", "adversarial:t=2848,id=100", "adversarial:t=2873,id=78", "t=2903,id=65", "t=2918,id=18", "t=2938,id=23", "t=2956,id=49", "t=2961,id=44", "t=2964,id=44", "t=2969,id=2", "t=2974,id=34", "adversarial:t=2974,id=97", "t=2982,id=19", "adversarial:t=3009,id=79", "adversarial:t=3013,id=90", "adversarial:t=3040,id=84", "adversarial:t=3046,id=81", "t=3082,id=66", "t=3084,id=39", "t=3089,id=54", "t=3095,id=13", "t=3113,id=47", "t=3133,id=11", "t=3142,id=28", "t=3159,id=72", "t=3182,id=49", "adversarial:t=3187,id=86", "t=3192,id=74", "t=3198,id=50", "adversarial:t=3207,id=81", "adversarial:t=3229,id=98"]
